,count,author,date,text_update
441,441,"Trip Gabriel, in Butler County, Pa.",1604461490000,"

                    Keep an eye on Erie County, Pa., a bellwether for the state.  It’s reporting Election Day results first, which favor Trump.  But about 21,000 mail ballots are expected after 11 p.m.




                  
See Pennsylvania results › 
"
442,442,"Stephanie Saul, in Atlanta",1604461312000,"

                    Marjorie Taylor Greene, who has supported the convoluted far-right QAnon conspiracy, is headed to Congress. Her opponent in Georgia withdrew from the race.


                   Read more ›
"
443,443,"Katie Glueck, in Wilmington, Del.",1604460765000,"

                    Cars are pulling in to an outdoor watch party here in support of Biden. MSNBC is on the big screens and Lady Gaga is playing on the speakers. She appeared with Biden on Monday.




                "
444,444,"Trip Gabriel, in Butler County, Pa.",1604460644000,"

                    The early exit polls of Arizona show voters over 65 prefer Biden by 5 percentage points. In other words, this is not your grandparents’ Arizona, full of conservative retirees.




                  
See Arizona results › 
"
445,445,"Annie Karni, in Washington",1604460427000,"

                    Trump campaign officials said they were optimistic about the numbers they were seeing with Hispanic voters in Nevada, following the same trend in Florida.




                "
446,446,"Elaina Plott, in Columbus, Ohio",1604460138000,"

                    With most votes counted in Ohio’s heavily suburban Delaware County, Trump has a five-point lead there. Trump carried this county by 16 points in 2016.




                  
See Ohio results › 
"
447,447,"Reid Epstein, in Madison, Wis.",1604459698000,"

                    Biden leads Maricopa County by 10 points so far, with three-quarters of its vote estimated to be counted. If that margin holds up it will be difficult for Trump to win Arizona.




                  
See Arizona results › 
"
448,448,"Maggie Astor, in New York",1604459620000,"

                    A correction: The polls are not closed in all of Nevada yet. A judge ordered a one-hour extension in Clark County, which includes Las Vegas.




                "
449,449,"Reid Epstein, in Madison, Wis.",1604459500000,"

                    Arizona has reported much of its early vote — expected to favor Dems — and Biden has a big lead in Maricopa County, which accounts for about 60 percent of the state’s voters.




                  
See Arizona results › 
"
450,450,"Alicia Parlapiano, in Washington",1604459198000,"

                    We can expect to start seeing results come in from Arizona now, one hour after its polls closed.




                  
See Arizona results › 
"
451,451,"Emily Cochrane, in Bangor, Maine",1604459125000,"

                    Ritchie Torres will be the first openly gay Black member of Congress, most likely sharing that distinction with Mondaire Jones, whose race has not yet been called.




                  
See New York results › 
"
452,452,"Maggie Astor, in New York",1604458887000,"

                    The polls just closed in Iowa, Montana, Utah and parts of Nevada and Idaho.




                "
453,453,"Jeremy Peters, in Birmingham, Mich.",1604458545000,"

                    The incomplete Michigan results reflect a Trump advantage because the largest chunk is coming from Oakland County’s Election Day vote. Many more absentee votes are still out.




                  
See Michigan results › 
"
454,454,"Emily Cochrane, in Bangor, Maine",1604458449000,"

                    Former Gov. John Hickenlooper of Colorado is the first Democrat to flip a Senate seat tonight in the party’s quest to retake the Senate majority.


                   Read more ›
"
455,455,"Jeremy Peters, in Birmingham, Mich.",1604458331000,"

                    Republicans knew John James would have to outperform Trump to win the Senate race in Michigan. So far, in the two biggest counties, that’s not happening. But it’s early.




                  
See Michigan results › 
"
456,456,"Annie Karni, in Washington",1604458080000,"

                    Spotted at the White House: Education Secretary Betsy DeVos; Treasury Secretary Steven Mnuchin; Robert Lighthizer, the trade representative; Acting D.H.S. Secretary Chad Wolf.




                "
457,457,"Annie Karni, in Washington",1604457977000,"

                    At the White House right now, a few hundred guests are gathered and eating sliders, fries and hors d’oeuvres, people tell me. The screens are tuned to, wait for it, Fox News.




                "
458,458,"Trip Gabriel, in Butler County, Pa.",1604457657000,"

                    Mayor Nan Whaley of Dayton, Ohio, says Biden’s lead right now in Montgomery County is encouraging. “The question of the night: Will the suburban ladies rule?”




                  
See Ohio results › 
"
459,459,"Reid Epstein, in Madison, Wis.",1604457435000,"

                    Madison, Wis., is reporting results more quickly, since the city clerk here shipped absentee ballots to be counted at precincts where the voters live, easing the bottleneck.




                  
See Wisconsin results › 
"
460,460,"Reid Epstein, in Madison, Wis.",1604457290000,"

                    Some of Wisconsin’s biggest cities — Milwaukee and Green Bay — will be very late in reporting results tonight, in part because they count all the early ballots separately.




                  
See Wisconsin results › 
"
461,461,"Adam Nagourney, in Los Angeles",1604457136000,"

                    If Ohio ends up going for Biden — if — it’s a surprise and arguably a bigger deal than Florida. Not only is Ohio a big prize, it would suggest Biden strength in Pennsylvania.




                  
See Ohio results › 
"
462,462,"Emily Cochrane, in Bangor, Maine",1604456970000,"

                    Madison Cawthorn, 25, will be among the youngest lawmakers in the modern history of Congress, and is the first member of Congress to be born in the 1990s.




                  
See North Carolina results › 
"
463,463,"Lisa Lerer, in Orlando, Fla.",1604456622000,"

                    In national exit polls, Biden wins most voters who went third-party or didn’t vote in 2016. Had Clinton gotten those voters in key states, she might have won four years ago.


                  See exit polls ›
"
464,464,"Annie Karni, in Washington",1604456069000,"

                    Biden winning New York is not surprising, but in August, Trump told The New York Post he was “putting New York in play.” He said he would campaign there. He did not.




                  
See New York results › 
"
465,465,"Emily Cochrane, in Bangor, Maine",1604455823000,"

                    Cynthia Lummis will replace Senator Mike Enzi of Wyoming, who is retiring, in the Senate. She will add to the ranks of Republican women in the upper chamber.




                  
See Wyoming results › 
"
466,466,"Alicia Parlapiano, in Washington",1604455747000,"

                    Polls are closing in Arizona, but we’ll have to wait about an hour for results. Early and mail ballots, likely to be relatively stronger for Democrats, will be reported first.




                  
See Arizona results › 
"
467,467,"Alicia Parlapiano, in Washington",1604455603000,"

                    Polls are closing in New York, but only in-person votes will be released on election night. Mail ballots will be reported over the next days and weeks.




                  
See New York results › 
"
468,468,"Alicia Parlapiano, in Washington",1604455534000,"

                    Polls are closing in Wisconsin. The governor has said he expects to know the results tonight or tomorrow. Milwaukee could still be counting ballots until Wednesday morning.




                  
See Wisconsin results › 
"
469,469,"Annie Karni, in Washington",1604455318000,"

                    Trump campaign officials are keeping an eye on R.N.C. data that suggests that Biden might be under-performing in urban areas in Minnesota, a state Trump hopes to flip. (This corrects an editing error in an earlier post.)




                "
470,470,"Maggie Astor, in New York",1604455211000,"

                    The polls are now closed in all of Michigan and Texas, as well as Arizona, Colorado, Minnesota, New York, Wisconsin and several other states.




                "
471,471,"Stephanie Saul, in Atlanta",1604454871000,"

                    With early, in-person tallies coming in from Atlanta, it looks like Biden is doing well in Fulton County. Clinton had 68% of the vote there. Biden is doing 10 points better.




                  
See Georgia results › 
"
472,472,"Jeremy Peters, in Birmingham, Mich.",1604454631000,"

                    Republicans said earlier today that North Carolina was tight. Now, as results start to come in there, I’m not hearing much relief. It’s still tighter than they’d like it to be.




                  
See North Carolina results › 
"
473,473,"Nick Corasaniti, in Philadelphia",1604454470000,"

                    Pennsylvania results are only trickling in, but Democrats are encouraged by the early voting tilt. Registered Democrats cast over one million more early votes than Republicans.




                  
See Pennsylvania results › 
"
474,474,"Patricia Cohen, in New York",1604454252000,"

                    In Florida exit polls, 42% said they were better off today than 4 years ago. Only 20% said they were worse off. And 3 out of 4 people in that better-off group went for Trump.




                  
See Florida results › 
"
475,475,"Reid Epstein, in Madison, Wis.",1604454034000,"

                    So far Biden is outperforming Clinton’s numbers in Houston and Dallas, but if he is to win the state he probably needs to exceed 2016 by more than he is doing right now.




                  
See Texas results › 
"
476,476,"Reid Epstein, in Madison, Wis.",1604453982000,"

                    The big thing to watch in Texas, along with suburbs like Williamson County, is the margins in Harris County (Houston) and Dallas County.




                  
See Texas results › 
"
477,477,"Annie Karni, in Washington",1604453815000,"

                    Democrats are stunned to see the Texas suburb of Williamson County go blue in a presidential election. Beto O’Rourke flipped it in his losing challenge to Senator Ted Cruz.




                  
See Texas results › 
"
478,478,"Reid Epstein, in Madison, Wis.",1604453600000,"

                    Georgia’s Cobb County has counted about a third of its votes so far — if Biden’s lead comes close to holding, it will cement the suburban shift away from Republicans.




                  
See Georgia results › 
"
479,479,"Maggie Astor, in New York",1604453536000,"

                    The polls just closed in Arkansas. (No surprises in the presidential and Senate calls there.)




                  
See Arkansas results › 
"
480,480,"Reid Epstein, in Madison, Wis.",1604453494000,"

                    The Georgia numbers are early, but Biden at 63% in Cobb County is striking. Clinton won Cobb by two points, the first time in decades the Atlanta suburb backed a Democrat.




                  
See Georgia results › 
"
481,481,"Jeremy Peters, in Birmingham, Mich.",1604453347000,"

                    We should have more results out of Michigan soon. Detroit’s early-vote counting is moving along. So far Oakland County is the only one to report much (and it’s not a lot).




                  
See Michigan results › 
"
482,482,"Astead Herndon, in Milwaukee",1604453220000,"

                    If there’s a good sign for Biden, he’s outperformed Clinton in Florida outside of Miami-Dade. He needs the swing to Trump to be localized to Cuban-Americans in South Florida.




                  
See Florida results › 
"
483,483,"Annie Karni, in Washington",1604453048000,"

                    Trump campaign officials are excited that they appear to be over-performing with Hispanic voters in Florida, compared to 2016.




                  
See Florida results › 
"
484,484,"Michael Cooper, in New York",1604452943000,"

                    The other swing-state data coming in: On Election Day,  Pennsylvania, Ohio and Minnesota all set records for the most new coronavirus cases they’ve reported in a single day.




                "
485,485,"Luke Broadwater, in Des Moines",1604452840000,"

                    The Postal Service said in an afternoon filing it had delivered every delayed ballot from the Miami-Dade facility, where backed-up mail caused much concern over the weekend.




                  
See Florida results › 
"
486,486,"Stephanie Saul, in Atlanta",1604452722000,"

                    The early exit polling data from Georgia suggests that Trump managed to bring around 10 percent of Black voters into his column.




                  
See Georgia results › 
"
487,487,"Elaina Plott, in Columbus, Ohio",1604452578000,"

                    With the early vote in, Biden has a lead over Trump in Ohio’s Delaware County, a G.O.P. stronghold. Delaware County is heavily suburban, and no Democrat has won it since 1916.




                  
See Ohio results › 
"
488,488,"Lisa Lerer, in Orlando, Fla.",1604452468000,"

                    It may not hold, but seeing a Democrat up early in Texas is kind of shocking. Whether Biden wins or not, that state is changing fast — largely because of the shifting suburbs.




                  
See Texas results › 
"
489,489,"Astead Herndon, in Milwaukee",1604452089000,"

                    Biden is getting the margins statewide that his campaign hoped for in Florida. It’s that very bad Miami-Dade County return that has swung the state toward Trump.




                  
See Florida results › 
"
490,490,"Trip Gabriel, in Butler County, Pa.",1604452040000,"

                    Pause for a moment to consider that Virginia was called for Biden less than an hour after polls closed. It was a swing state not long ago, won by George W. Bush in 2004.




                  
See Virginia results › 
"
491,491,"Luke Broadwater, in Des Moines",1604451948000,"

                    Democratic donors spent more than $100 million opposing Senator Mitch McConnell of Kentucky, and he wins in one of the quickest-called races of the night.




                  
See Kentucky results › 
"
492,492,"Alicia Parlapiano, in Washington",1604451671000,"

                    Officials in Pennsylvania and Michigan say that counting mail ballots — and therefore most results — could take until Nov. 6.




                "
493,493,"Maggie Astor, in New York",1604451625000,"

                    The polls just closed in 21 states and Washington, D.C. Among them: Florida, Pennsylvania, and most of Michigan and Texas.




                "
494,494,"Nick Corasaniti, in Philadelphia",1604451464000,"

                    Dems had poured a ton of money into Florida. Since Labor Day, the Biden campaign spent $78 million on ads there, and a Bloomberg-aligned super PAC spent another $36 million.




                "
495,495,"Annie Karni, in Washington",1604451315000,"

                    Early Florida results are exceeding the Trump campaign’s expectations. Bill Stepien, the campaign manager, earlier today said he expected early vote totals to favor Democrats.




                  
See Florida results › 
"
496,496,"Trip Gabriel, in Butler County, Pa.",1604451197000,"

                    Biden is ahead of Clinton’s vote totals in some big Florida counties — Duval and Orange — even without all votes counted. May not be enough to make up for the bleeding in Miami.




                  
See Florida results › 
"
497,497,"Elaina Plott, in Columbus, Ohio",1604451049000,"

                    Absentee and early vote results are rolling into Franklin County, the most populous in Ohio. As expected, Biden holds a wide lead over Trump. We’ll watch the in-person count.




                  
See Ohio results › 
"
498,498,"Emily Cochrane, in Bangor, Maine",1604450984000,"

                    Byron Donalds won in Florida, ensuring that the House G.O.P. conference will have least one Black member, with Will Hurd of Texas retiring at the end of the year.




                  
See Florida results › 
"
499,499,"Nate Cohn, in New York",1604450885000,"

                    Trump is doing way better than ’16 in Hispanic and Cuban areas, and better in Black areas. Biden is doing better in older, white areas, but not by as much.




                "
500,500,"Reid Epstein, in Madison, Wis.",1604450839000,"

                    Republican officials in Wisconsin are also saying they think Milwaukee Election Day turnout has been soft today.




                "
501,501,"Astead Herndon, in Milwaukee",1604450704000,"

                    Democratic officials in Milwaukee are adjusting their expectations. In-person turnout in Milwaukee has not met the biggest expectations, although it looks improved from 2016.




                "
502,502,"Emily Cochrane, in Bangor, Maine",1604450542000,"

                    I’m curious what Trump’s performance in Miami-Dade County will mean for Debbie Mucarsel-Powell and Donna Shalala — two freshmen Dems defending House seats in South Florida.




                  
See Florida results › 
"
503,503,"Elaina Plott, in Columbus, Ohio",1604450420000,"

                    The Trump campaign’s monthslong investment in Miami-Dade County appears to have paid off. Trump is running more than 120,000 votes ahead of his 2016 performance.




                  
See Florida results › 
"
504,504,"Matt Stevens, in New York",1604450311000,"

                    Some polling places in Cook County, Ill. (Chicago) were relocated at the last minute or opened late. A court ordered that 17 suburban precincts be kept open an extra hour.




                "
505,505,"Alicia Parlapiano, in Washington",1604450104000,"

                    With polls now closed in several states, you can track which major news networks have called states, all in one place.


                  See race call tracker ›
"
506,506,"Stephanie Saul, in Atlanta",1604449968000,"

                    Jordan Fuchs, Georgia’s deputy secretary of state, says Spalding County, which Trump won in ’16, will keep polls open an extra two hours due to an equipment malfunction today.




                "
507,507,"Maggie Astor, in New York",1604449913000,"

                    The polls just closed in Ohio and West Virginia. Most polls are now closed in North Carolina, too, but a handful of precincts will be open longer because of delays.




                "
508,508,"Nate Cohn, in New York",1604449900000,"

                    If there's any consolation for Democrats, this Miami-Dade result, way worse for Biden than expected, is not something we expect to see repeated elsewhere in the country.




                  
See Florida results › 
"
509,509,"Nate Cohn, in New York",1604449767000,"

                    Trump opens as a clear favorite in Florida, especially after the Miami-Dade early vote.




                  
See Florida results › 
"
510,510,"Luke Broadwater, in Des Moines",1604449497000,"

                    In Iowa, Senator Joni Ernst and her Democratic challenger Theresa Greenfield are holding election night events at hotels literally around the block from each other here.




                "
511,511,"Emily Cochrane, in Bangor, Maine",1604449376000,"

                    Mark Warner, Democrat of Virginia, is the first called Senate winner of the night, a stark contrast from 2014 when he won by just under 18,000 votes.




                "
512,512,"Lisa Lerer, in Orlando, Fla.",1604449214000,"

                    Retirees in the Villages, Fla., are a politically conservative lot. If Biden is cutting into Trump’s coalition with older voters, we should see some support in Sumter County.




                  
See Florida results › 
"
513,513,"Elaina Plott, in Columbus, Ohio",1604449067000,"

                    Ohio voters ranked the coronavirus as their top concern in an A.P. voter survey. On Tuesday, the state reported its highest number of virus cases since the pandemic began.


                  See voter survey ›
"
514,514,"Trip Gabriel, in Butler County, Pa.",1604448818000,"

                    In the early national exit polls, here’s how people identified their party: Democratic 38 percent; Republican 35 percent; independent or something else 28 percent.


                  See exit polls ›
"
515,515,"Trip Gabriel, in Butler County, Pa.",1604448664000,"

                    The early exit polls suggest the changing demographics of U.S. voters. Only 65% of voters are white in this preliminary estimate; in 2016, 73% were, according to the census.


                  See exit polls ›
"
516,516,"Nick Corasaniti, in Philadelphia",1604448429000,"

                    An interesting lawsuit was just filed in Nevada by the Trump campaign, asking to keep voting open for an extra hour in Clark County because of earlier technical difficulties.




                "
517,517,"Patricia Cohen, in New York",1604448415000,"

                    Stocks rallied today. The betting on Wall Street has favored a Biden victory, which traders expect will bring a bigger stimulus bill.




                "
518,518,"Nate Cohn, in New York",1604448237000,"

                    The needle is making its way to the internet. It'll open with Biden favored by the margin of the polls, and it's based on absolutely nothing except the polls.




                "
519,519,"Alicia Parlapiano, in Washington",1604448136000,"

                    In Florida, early voting and counted mail ballots, which are likely to be stronger for Democrats, are expected by 8:30 p.m. ET.




                "
520,520,"Maggie Astor, in New York",1604448018000,"

                    The polls are now closed in Georgia, Indiana, Kentucky, South Carolina, Virginia and Vermont, and in parts of Florida and New Hampshire.




                "
521,521,"Nate Cohn, in New York",1604447838000,"

                    In all seriousness, I haven’t even looked at the early exit polls. Like, you all want ’em, and I've got ’em! And I just don’t care. That's how useful I think it is.




                "
522,522,"Reid Epstein, in Madison, Wis.",1604447812000,"

                    A lot of the Wisconsin focus tonight will be on the 23 counties that flipped from Obama to Trump. The Biden campaign and Dems here hope and expect to win a lot of them back.




                "
523,523,"Nick Corasaniti, in Philadelphia",1604447638000,"

                    Democrats in Philadelphia are growing increasingly confident, at least in their turnout. Multiple local Dems say they think they can match or exceed 2008 turnout in the city.




                "
524,524,"Reid Epstein, in Madison, Wis.",1604447532000,"

                    Hello from Madison, where Democrats are anticipating a big Biden victory. Mandela Barnes, the lieutenant governor, told me this morning Biden would win by 7 points.




                "
525,525,"Elaina Plott, in Columbus, Ohio",1604447254000,"

                    Many polls show Trump and Biden neck-and-neck in Ohio. I’ll be watching the handful of suburban precincts around Columbus that Trump won in 2016 — they could prove crucial.


                   Read more ›
"
526,526,"Nick Corasaniti, in Philadelphia",1604446733000,"

                    Something to keep in mind: Per TargetSmart, a Democratic data firm, almost 30% of early votes were cast by people who didn’t cast a ballot in the 2016 election.




                "
527,527,"Katie Glueck, in Wilmington, Del.",1604446230000,"

                    Good evening from Wilmington, Joe Biden’s hometown, where he is watching election returns with his family, we’re told. Here’s the convention center where he’d speak tonight.




                "
528,528,"Stephanie Saul, in Atlanta",1604445917000,"

                    Some elections experts believe the pandemic may have changed voting forever. Will the ritual of Election Day disappear?


                  Read our story ›
"
529,529,"Nick Corasaniti, in Philadelphia",1604445394000,"

                    What I’m watching: the margins in Philadelphia. Voters there were slow to embrace mail-in voting, so we might be able to distill some turnout numbers from the in-person vote.




                "
530,530,"Patricia Mazzei, in Miami",1604444833000,"

                    Today in Florida: Republicans came out in force to vote, as expected. Democrats and independents have voted later in the day. But the overall electorate still leans Republican.




                "
531,531,"Maggie Astor, in New York",1604444431000,"

                    The first polls are closing in much of Indiana and Kentucky. Polls in the western parts of both states will be open for another hour.




                "
532,532,"Stephanie Saul, in Atlanta",1604444155000,"

                    An outside Republican PAC has spent more than $700,000 to unseat Bob Trammell, the Dem. leader of the Georgia House. David Jenkins, an Army veteran, is the G.O.P. candidate.




                "
533,533,"Nicholas Casey, in St. Petersburg, Fla.",1604443039000,"

                    What I’m watching: It would be interesting to know how many former felons were blocked from voting by Florida Republicans who required they pay court fees before voting.




                "
534,534,"Michael Cooper, in New York",1604441781000,"

                    With more than 101.1 million early votes cast in person and by mail before the polls even opened today, this campaign is shaping up to be one for the record books.


                   Read more ›
"
535,535,"Lisa Lerer, in Orlando, Fla.",1604440793000,"

                    I’m here in Orlando, where both sides expect a really tight race. I’ll be watching Sumter County — the home of the Villages, one of America’s largest retirement communities.




                "
536,536,"Trip Gabriel, in Butler County, Pa.",1604439975000,"

                    The Allegheny County executive, a Democrat, predicts Biden will win there by 150,000, nearly 50% better than Clinton did. That’s Babe Ruth pointing to the bleachers. Let’s see how it holds up.




                "
537,537,"Trip Gabriel, in Butler County, Pa.",1604439725000,"

                    It’ll be hard to interpret Pennsylvania results tonight because many mail votes won’t be reported. But Allegheny County (Pittsburgh) says it will report mail ballots quickly.




                "
538,538,"Nick Corasaniti, in Philadelphia",1604438855000,"

                    What I’m watching: the split in Miami-Dade County. Democrats were getting worried about early voting turnout in the Democratic stronghold as the election drew closer.




                "
539,539,"Jeremy Peters, in Birmingham, Mich.",1604437060000,"

                    What I’m watching: The Senate results will say a lot about how well Trump is doing in big battlegrounds. If Thom Tillis can keep it close in NC, that’s a good sign for Trump.




                "
540,540,"Stephanie Saul, in Atlanta",1604435080000,"

                    What I’m watching: In Gwinnett County, Ga., the retiring Representative Rob Woodall’s seat is up for grabs, and Democrats believe they might be able to flip it this year.




                "
541,541,"Lisa Lerer, in Orlando, Fla.",1604430026000,"

                    What I’m watching: The race in Indiana’s 5th District, a conservative Indianapolis suburb, is competitive. If Democrats win there, it’s good early indicator for them.




                "
542,542,"Nicholas Casey, in St. Petersburg, Fla.",1604427629000,"

                    What I’m watching: A local school board race in Sumter County, Ga., will shape up to be a key test of voting rights tonight.


                  Here’s why ›
"
543,543,"Michael Cooper, in New York",1604423679000,"

                    As the polls opened today, a staggering 100.3 million ballots had already been cast, suggesting that the nation is on pace to set a record for turnout.


                   Read more ›
"
544,544,"Nate Cohn, in New York",1604422707000,"

                    Tonight, the needle will be back — sort of. We’ll have live estimates for Florida, Georgia and North Carolina.


                  Learn more about the needle ›
"
545,545,"Sheera Frenkel, in Silicon Valley",1604421925000,"

                    Times tech reporters will be monitoring for misinformation/disinformation around the vote. We are here to help debunk all the crazy that the internet will throw at you today.




                "
